PUBLICATION DATE,FISCAL YEAR,MONTH,INFLOWS/OUTFLOWS,DESCRIPTION,AMOUNT,publication date,fiscal year,month,inflows/outflows,description,amount
,,,,,,20240820.0,2024.0,May,Inflows - Prior,Other Categorical Grants,40.0
,,,,,,20240820.0,2024.0,May,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20240820.0,2024.0,May,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240820.0,2024.0,May,Inflows - Capital,Capital Transfers,235.0
,,,,,,20240820.0,2024.0,May,Inflows - Capital,Federal And State,48.0
,,,,,,20240820.0,2024.0,May,Inflows - Other,Senior Colleges,0.0
,,,,,,20240820.0,2024.0,May,Inflows - Other,Holding Acct. & Other Adj.,-13.0
,,,,,,20240820.0,2024.0,May,Inflows - Other,Other Sources,0.0
,,,,,,20240820.0,2024.0,May,Outflows - Current,Personal Service,4127.0
,,,,,,20240820.0,2024.0,May,Outflows - Current,Other Than Personal Service,3561.0
,,,,,,20240820.0,2024.0,May,Outflows - Current,Debt Service,375.0
,,,,,,20240820.0,2024.0,May,Outflows - Prior,Personal Service,111.0
,,,,,,20240820.0,2024.0,May,Outflows - Prior,Other Than Personal Service,148.0
,,,,,,20240820.0,2024.0,May,Outflows - Prior,Taxes,0.0
,,,,,,20240820.0,2024.0,May,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240820.0,2024.0,May,Outflows - Capital,City Disbursements,1058.0
,,,,,,20240820.0,2024.0,May,Outflows - Capital,Federal and State,56.0
,,,,,,20240820.0,2024.0,May,Outflows - Other,Senior Colleges,0.0
,,,,,,20240820.0,2024.0,May,Outflows - Other,Other Uses,489.0
,,,,,,20240820.0,2024.0,May,Balance,Beginning Balance,12685.0
,,,,,,20240820.0,2024.0,May,Balance,Ending Balance,9547.0
,,,,,,20240820.0,2024.0,June,Inflows - Current,General Property Tax,5477.0
,,,,,,20240820.0,2024.0,June,Inflows - Current,Other Taxes,5540.0
,,,,,,20240820.0,2024.0,June,Inflows - Current,Federal Categorical Grants,826.0
,,,,,,20240820.0,2024.0,June,Inflows - Current,State Categorical Grants,830.0
,,,,,,20240820.0,2024.0,June,Inflows - Current,Other Categorical Grants,15.0
,,,,,,20240820.0,2024.0,June,Inflows - Current,Unrestricted (Net Of Disall.),1.0
,,,,,,20240820.0,2024.0,June,Inflows - Current,Miscellaneous Revenues,418.0
,,,,,,20240820.0,2024.0,June,Inflows - Current,Inter-Fund Revenues,91.0
,,,,,,20240820.0,2024.0,June,Inflows - Prior,Taxes,0.0
,,,,,,20240820.0,2024.0,June,Inflows - Prior,Federal Categorical Grants,296.0
,,,,,,20240820.0,2024.0,June,Inflows - Prior,State Categorical Grants,102.0
,,,,,,20240820.0,2024.0,June,Inflows - Prior,Other Categorical Grants,107.0
,,,,,,20240820.0,2024.0,June,Inflows - Prior,Unrestricted Intgvt.  Aid,27.0
,,,,,,20240820.0,2024.0,June,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240820.0,2024.0,June,Inflows - Capital,Capital Transfers,2068.0
,,,,,,20240820.0,2024.0,June,Inflows - Capital,Federal And State,65.0
,,,,,,20240820.0,2024.0,June,Inflows - Other,Senior Colleges,784.0
,,,,,,20240820.0,2024.0,June,Inflows - Other,Holding Acct. & Other Adj.,8.0
,,,,,,20240820.0,2024.0,June,Inflows - Other,Other Sources,292.0
,,,,,,20240820.0,2024.0,June,Outflows - Current,Personal Service,6870.0
,,,,,,20240820.0,2024.0,June,Outflows - Current,Other Than Personal Service,3420.0
,,,,,,20240820.0,2024.0,June,Outflows - Current,Debt Service,4226.0
,,,,,,20240820.0,2024.0,June,Outflows - Prior,Personal Service,49.0
,,,,,,20240820.0,2024.0,June,Outflows - Prior,Other Than Personal Service,107.0
,,,,,,20240820.0,2024.0,June,Outflows - Prior,Taxes,0.0
,,,,,,20240820.0,2024.0,June,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240820.0,2024.0,June,Outflows - Capital,City Disbursements,1120.0
,,,,,,20240820.0,2024.0,June,Outflows - Capital,Federal and State,52.0
,,,,,,20240820.0,2024.0,June,Outflows - Other,Senior Colleges,240.0
,,,,,,20240820.0,2024.0,June,Outflows - Other,Other Uses,0.0
,,,,,,20240820.0,2024.0,June,Balance,Beginning Balance,9547.0
,,,,,,20240820.0,2024.0,June,Balance,Ending Balance,10410.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Current,General Property Tax,1583.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Current,Other Taxes,1156.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Current,Federal Categorical Grants,7401.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Current,State Categorical Grants,5102.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Current,Other Categorical Grants,723.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Current,Unrestricted (Net Of Disall.),-7.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Current,Miscellaneous Revenues,83.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Current,Inter-Fund Revenues,237.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Prior,Taxes,0.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Prior,Federal Categorical Grants,4937.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Prior,State Categorical Grants,3159.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Prior,Other Categorical Grants,455.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Prior,Unrestricted Intgvt.  Aid,362.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Capital,Capital Transfers,630.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Capital,Federal And State,139.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Other,Senior Colleges,209.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Other,Holding Acct. & Other Adj.,2.0
,,,,,,20240820.0,2024.0,Adjustments,Inflows - Other,Other Sources,0.0
,,,,,,20240820.0,2024.0,Adjustments,Outflows - Current,Personal Service,3370.0
,,,,,,20240820.0,2024.0,Adjustments,Outflows - Current,Other Than Personal Service,12252.0
,,,,,,20240820.0,2024.0,Adjustments,Outflows - Current,Debt Service,35.0
,,,,,,20240820.0,2024.0,Adjustments,Outflows - Prior,Personal Service,4497.0
,,,,,,20240820.0,2024.0,Adjustments,Outflows - Prior,Other Than Personal Service,8434.0
,,,,,,20240820.0,2024.0,Adjustments,Outflows - Prior,Taxes,0.0
,,,,,,20240820.0,2024.0,Adjustments,Outflows - Prior,Disallowance Reserve,321.0
,,,,,,20240820.0,2024.0,Adjustments,Outflows - Capital,City Disbursements,-415.0
,,,,,,20240820.0,2024.0,Adjustments,Outflows - Capital,Federal and State,275.0
,,,,,,20240820.0,2024.0,Adjustments,Outflows - Other,Senior Colleges,287.0
,,,,,,20240820.0,2024.0,Adjustments,Outflows - Other,Other Uses,840.0
,,,,,,20240916.0,2025.0,July,Inflows - Current,General Property Tax,9492.0
,,,,,,20240916.0,2025.0,July,Inflows - Current,Other Taxes,1071.0
,,,,,,20240916.0,2025.0,July,Inflows - Current,Federal Categorical Grants,176.0
,,,,,,20240916.0,2025.0,July,Inflows - Current,State Categorical Grants,446.0
,,,,,,20240916.0,2025.0,July,Inflows - Current,Other Categorical Grants,20.0
,,,,,,20240916.0,2025.0,July,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20240916.0,2025.0,July,Inflows - Current,Miscellaneous Revenues,988.0
,,,,,,20240916.0,2025.0,July,Inflows - Current,Inter-Fund Revenues,0.0
,,,,,,20240916.0,2025.0,July,Inflows - Prior,Taxes,1156.0
,,,,,,20240916.0,2025.0,July,Inflows - Prior,Federal Categorical Grants,516.0
,,,,,,20240916.0,2025.0,July,Inflows - Prior,State Categorical Grants,609.0
,,,,,,20240916.0,2025.0,July,Inflows - Prior,Other Categorical Grants,206.0
,,,,,,20240916.0,2025.0,July,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20240916.0,2025.0,July,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240916.0,2025.0,July,Inflows - Capital,Capital Transfers,100.0
,,,,,,20240916.0,2025.0,July,Inflows - Capital,Federal And State,15.0
,,,,,,20240916.0,2025.0,July,Inflows - Other,Senior Colleges,0.0
,,,,,,20240916.0,2025.0,July,Inflows - Other,Holding Acct. & Other Adj.,-2.0
,,,,,,20240916.0,2025.0,July,Inflows - Other,Other Sources,78.0
,,,,,,20240916.0,2025.0,July,Outflows - Current,Personal Service,2100.0
,,,,,,20240916.0,2025.0,July,Outflows - Current,Other Than Personal Service,4881.0
,,,,,,20240916.0,2025.0,July,Outflows - Current,Debt Service,543.0
,,,,,,20240916.0,2025.0,July,Outflows - Prior,Personal Service,2643.0
,,,,,,20240916.0,2025.0,July,Outflows - Prior,Other Than Personal Service,2361.0
,,,,,,20240916.0,2025.0,July,Outflows - Prior,Taxes,167.0
,,,,,,20240916.0,2025.0,July,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240916.0,2025.0,July,Outflows - Capital,City Disbursements,1337.0
,,,,,,20240916.0,2025.0,July,Outflows - Capital,Federal and State,122.0
,,,,,,20240916.0,2025.0,July,Outflows - Other,Senior Colleges,480.0
,,,,,,20240916.0,2025.0,July,Outflows - Other,Other Uses,0.0
,,,,,,20240916.0,2025.0,July,Balance,Beginning Balance,10410.0
,,,,,,20240916.0,2025.0,July,Balance,Ending Balance,10647.0
,,,,,,20240916.0,2025.0,August,Inflows - Current,General Property Tax,214.0
,,,,,,20240916.0,2025.0,August,Inflows - Current,Other Taxes,1938.0
,,,,,,20240916.0,2025.0,August,Inflows - Current,Federal Categorical Grants,513.0
,,,,,,20240916.0,2025.0,August,Inflows - Current,State Categorical Grants,-198.0
,,,,,,20240916.0,2025.0,August,Inflows - Current,Other Categorical Grants,40.0
,,,,,,20240916.0,2025.0,August,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20240916.0,2025.0,August,Inflows - Current,Miscellaneous Revenues,651.0
,,,,,,20240916.0,2025.0,August,Inflows - Current,Inter-Fund Revenues,0.0
,,,,,,20240916.0,2025.0,August,Inflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,August,Inflows - Prior,Federal Categorical Grants,2374.0
,,,,,,20240916.0,2025.0,August,Inflows - Prior,State Categorical Grants,306.0
,,,,,,20240916.0,2025.0,August,Inflows - Prior,Other Categorical Grants,-202.0
,,,,,,20240916.0,2025.0,August,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20240916.0,2025.0,August,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240916.0,2025.0,August,Inflows - Capital,Capital Transfers,118.0
,,,,,,20240916.0,2025.0,August,Inflows - Capital,Federal And State,41.0
,,,,,,20240916.0,2025.0,August,Inflows - Other,Senior Colleges,0.0
,,,,,,20240916.0,2025.0,August,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20240916.0,2025.0,August,Inflows - Other,Other Sources,0.0
,,,,,,20240916.0,2025.0,August,Outflows - Current,Personal Service,3604.0
,,,,,,20240916.0,2025.0,August,Outflows - Current,Other Than Personal Service,3573.0
,,,,,,20240916.0,2025.0,August,Outflows - Current,Debt Service,5.0
,,,,,,20240916.0,2025.0,August,Outflows - Prior,Personal Service,1178.0
,,,,,,20240916.0,2025.0,August,Outflows - Prior,Other Than Personal Service,844.0
,,,,,,20240916.0,2025.0,August,Outflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,August,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240916.0,2025.0,August,Outflows - Capital,City Disbursements,783.0
,,,,,,20240916.0,2025.0,August,Outflows - Capital,Federal and State,56.0
,,,,,,20240916.0,2025.0,August,Outflows - Other,Senior Colleges,70.0
,,,,,,20240916.0,2025.0,August,Outflows - Other,Other Uses,122.0
,,,,,,20240916.0,2025.0,August,Balance,Beginning Balance,10647.0
,,,,,,20240916.0,2025.0,August,Balance,Ending Balance,6207.0
,,,,,,20240916.0,2025.0,September,Inflows - Current,General Property Tax,1576.0
,,,,,,20240916.0,2025.0,September,Inflows - Current,Other Taxes,4975.0
,,,,,,20240916.0,2025.0,September,Inflows - Current,Federal Categorical Grants,84.0
,,,,,,20240916.0,2025.0,September,Inflows - Current,State Categorical Grants,1203.0
,,,,,,20240916.0,2025.0,September,Inflows - Current,Other Categorical Grants,52.0
,,,,,,20240916.0,2025.0,September,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20240916.0,2025.0,September,Inflows - Current,Miscellaneous Revenues,521.0
,,,,,,20240916.0,2025.0,September,Inflows - Current,Inter-Fund Revenues,28.0
,,,,,,20240916.0,2025.0,September,Inflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,September,Inflows - Prior,Federal Categorical Grants,435.0
,,,,,,20240916.0,2025.0,September,Inflows - Prior,State Categorical Grants,548.0
,,,,,,20240916.0,2025.0,September,Inflows - Prior,Other Categorical Grants,1.0
,,,,,,20240916.0,2025.0,September,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20240916.0,2025.0,September,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240916.0,2025.0,September,Inflows - Capital,Capital Transfers,2245.0
,,,,,,20240916.0,2025.0,September,Inflows - Capital,Federal And State,14.0
,,,,,,20240916.0,2025.0,September,Inflows - Other,Senior Colleges,0.0
,,,,,,20240916.0,2025.0,September,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20240916.0,2025.0,September,Inflows - Other,Other Sources,0.0
,,,,,,20240916.0,2025.0,September,Outflows - Current,Personal Service,4320.0
,,,,,,20240916.0,2025.0,September,Outflows - Current,Other Than Personal Service,3462.0
,,,,,,20240916.0,2025.0,September,Outflows - Current,Debt Service,6.0
,,,,,,20240916.0,2025.0,September,Outflows - Prior,Personal Service,104.0
,,,,,,20240916.0,2025.0,September,Outflows - Prior,Other Than Personal Service,26.0
,,,,,,20240916.0,2025.0,September,Outflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,September,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240916.0,2025.0,September,Outflows - Capital,City Disbursements,945.0
,,,,,,20240916.0,2025.0,September,Outflows - Capital,Federal and State,78.0
,,,,,,20240916.0,2025.0,September,Outflows - Other,Senior Colleges,232.0
,,,,,,20240916.0,2025.0,September,Outflows - Other,Other Uses,0.0
,,,,,,20240916.0,2025.0,September,Balance,Beginning Balance,6207.0
,,,,,,20240916.0,2025.0,September,Balance,Ending Balance,8716.0
,,,,,,20240916.0,2025.0,October,Inflows - Current,General Property Tax,936.0
,,,,,,20240916.0,2025.0,October,Inflows - Current,Other Taxes,3263.0
,,,,,,20240916.0,2025.0,October,Inflows - Current,Federal Categorical Grants,138.0
,,,,,,20240916.0,2025.0,October,Inflows - Current,State Categorical Grants,97.0
,,,,,,20240916.0,2025.0,October,Inflows - Current,Other Categorical Grants,37.0
,,,,,,20240916.0,2025.0,October,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20240916.0,2025.0,October,Inflows - Current,Miscellaneous Revenues,574.0
,,,,,,20240916.0,2025.0,October,Inflows - Current,Inter-Fund Revenues,23.0
,,,,,,20240916.0,2025.0,October,Inflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,October,Inflows - Prior,Federal Categorical Grants,466.0
,,,,,,20240916.0,2025.0,October,Inflows - Prior,State Categorical Grants,296.0
,,,,,,20240916.0,2025.0,October,Inflows - Prior,Other Categorical Grants,0.0
,,,,,,20240916.0,2025.0,October,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20240916.0,2025.0,October,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240916.0,2025.0,October,Inflows - Capital,Capital Transfers,1568.0
,,,,,,20240916.0,2025.0,October,Inflows - Capital,Federal And State,80.0
,,,,,,20240916.0,2025.0,October,Inflows - Other,Senior Colleges,447.0
,,,,,,20240916.0,2025.0,October,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20240916.0,2025.0,October,Inflows - Other,Other Sources,0.0
,,,,,,20240916.0,2025.0,October,Outflows - Current,Personal Service,4152.0
,,,,,,20240916.0,2025.0,October,Outflows - Current,Other Than Personal Service,3504.0
,,,,,,20240916.0,2025.0,October,Outflows - Current,Debt Service,695.0
,,,,,,20240916.0,2025.0,October,Outflows - Prior,Personal Service,48.0
,,,,,,20240916.0,2025.0,October,Outflows - Prior,Other Than Personal Service,7.0
,,,,,,20240916.0,2025.0,October,Outflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,October,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240916.0,2025.0,October,Outflows - Capital,City Disbursements,861.0
,,,,,,20240916.0,2025.0,October,Outflows - Capital,Federal and State,67.0
,,,,,,20240916.0,2025.0,October,Outflows - Other,Senior Colleges,232.0
,,,,,,20240916.0,2025.0,October,Outflows - Other,Other Uses,0.0
,,,,,,20240916.0,2025.0,October,Balance,Beginning Balance,8716.0
,,,,,,20240916.0,2025.0,October,Balance,Ending Balance,7075.0
,,,,,,20240916.0,2025.0,November,Inflows - Current,General Property Tax,229.0
,,,,,,20240916.0,2025.0,November,Inflows - Current,Other Taxes,1445.0
,,,,,,20240916.0,2025.0,November,Inflows - Current,Federal Categorical Grants,242.0
,,,,,,20240916.0,2025.0,November,Inflows - Current,State Categorical Grants,842.0
,,,,,,20240916.0,2025.0,November,Inflows - Current,Other Categorical Grants,23.0
,,,,,,20240916.0,2025.0,November,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20240916.0,2025.0,November,Inflows - Current,Miscellaneous Revenues,651.0
,,,,,,20240916.0,2025.0,November,Inflows - Current,Inter-Fund Revenues,40.0
,,,,,,20240916.0,2025.0,November,Inflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,November,Inflows - Prior,Federal Categorical Grants,341.0
,,,,,,20240916.0,2025.0,November,Inflows - Prior,State Categorical Grants,244.0
,,,,,,20240916.0,2025.0,November,Inflows - Prior,Other Categorical Grants,0.0
,,,,,,20240916.0,2025.0,November,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20240916.0,2025.0,November,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240916.0,2025.0,November,Inflows - Capital,Capital Transfers,1638.0
,,,,,,20240916.0,2025.0,November,Inflows - Capital,Federal And State,43.0
,,,,,,20240916.0,2025.0,November,Inflows - Other,Senior Colleges,216.0
,,,,,,20240916.0,2025.0,November,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20240916.0,2025.0,November,Inflows - Other,Other Sources,0.0
,,,,,,20240916.0,2025.0,November,Outflows - Current,Personal Service,4244.0
,,,,,,20240916.0,2025.0,November,Outflows - Current,Other Than Personal Service,2788.0
,,,,,,20240916.0,2025.0,November,Outflows - Current,Debt Service,57.0
,,,,,,20240916.0,2025.0,November,Outflows - Prior,Personal Service,66.0
,,,,,,20240916.0,2025.0,November,Outflows - Prior,Other Than Personal Service,460.0
,,,,,,20240916.0,2025.0,November,Outflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,November,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240916.0,2025.0,November,Outflows - Capital,City Disbursements,936.0
,,,,,,20240916.0,2025.0,November,Outflows - Capital,Federal and State,176.0
,,,,,,20240916.0,2025.0,November,Outflows - Other,Senior Colleges,232.0
,,,,,,20240916.0,2025.0,November,Outflows - Other,Other Uses,0.0
,,,,,,20240916.0,2025.0,November,Balance,Beginning Balance,7075.0
,,,,,,20240916.0,2025.0,November,Balance,Ending Balance,4070.0
,,,,,,20240916.0,2025.0,December,Inflows - Current,General Property Tax,5962.0
,,,,,,20240916.0,2025.0,December,Inflows - Current,Other Taxes,5343.0
,,,,,,20240916.0,2025.0,December,Inflows - Current,Federal Categorical Grants,297.0
,,,,,,20240916.0,2025.0,December,Inflows - Current,State Categorical Grants,1181.0
,,,,,,20240916.0,2025.0,December,Inflows - Current,Other Categorical Grants,24.0
,,,,,,20240916.0,2025.0,December,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20240916.0,2025.0,December,Inflows - Current,Miscellaneous Revenues,424.0
,,,,,,20240916.0,2025.0,December,Inflows - Current,Inter-Fund Revenues,21.0
,,,,,,20240916.0,2025.0,December,Inflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,December,Inflows - Prior,Federal Categorical Grants,1299.0
,,,,,,20240916.0,2025.0,December,Inflows - Prior,State Categorical Grants,420.0
,,,,,,20240916.0,2025.0,December,Inflows - Prior,Other Categorical Grants,0.0
,,,,,,20240916.0,2025.0,December,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20240916.0,2025.0,December,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240916.0,2025.0,December,Inflows - Capital,Capital Transfers,913.0
,,,,,,20240916.0,2025.0,December,Inflows - Capital,Federal And State,70.0
,,,,,,20240916.0,2025.0,December,Inflows - Other,Senior Colleges,0.0
,,,,,,20240916.0,2025.0,December,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20240916.0,2025.0,December,Inflows - Other,Other Sources,0.0
,,,,,,20240916.0,2025.0,December,Outflows - Current,Personal Service,4273.0
,,,,,,20240916.0,2025.0,December,Outflows - Current,Other Than Personal Service,3820.0
,,,,,,20240916.0,2025.0,December,Outflows - Current,Debt Service,5.0
,,,,,,20240916.0,2025.0,December,Outflows - Prior,Personal Service,92.0
,,,,,,20240916.0,2025.0,December,Outflows - Prior,Other Than Personal Service,390.0
,,,,,,20240916.0,2025.0,December,Outflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,December,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240916.0,2025.0,December,Outflows - Capital,City Disbursements,1045.0
,,,,,,20240916.0,2025.0,December,Outflows - Capital,Federal and State,89.0
,,,,,,20240916.0,2025.0,December,Outflows - Other,Senior Colleges,232.0
,,,,,,20240916.0,2025.0,December,Outflows - Other,Other Uses,0.0
,,,,,,20240916.0,2025.0,December,Balance,Beginning Balance,4070.0
,,,,,,20240916.0,2025.0,December,Balance,Ending Balance,10078.0
,,,,,,20240916.0,2025.0,January,Inflows - Current,General Property Tax,7596.0
,,,,,,20240916.0,2025.0,January,Inflows - Current,Other Taxes,3839.0
,,,,,,20240916.0,2025.0,January,Inflows - Current,Federal Categorical Grants,436.0
,,,,,,20240916.0,2025.0,January,Inflows - Current,State Categorical Grants,495.0
,,,,,,20240916.0,2025.0,January,Inflows - Current,Other Categorical Grants,42.0
,,,,,,20240916.0,2025.0,January,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20240916.0,2025.0,January,Inflows - Current,Miscellaneous Revenues,406.0
,,,,,,20240916.0,2025.0,January,Inflows - Current,Inter-Fund Revenues,88.0
,,,,,,20240916.0,2025.0,January,Inflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,January,Inflows - Prior,Federal Categorical Grants,264.0
,,,,,,20240916.0,2025.0,January,Inflows - Prior,State Categorical Grants,108.0
,,,,,,20240916.0,2025.0,January,Inflows - Prior,Other Categorical Grants,0.0
,,,,,,20240916.0,2025.0,January,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20240916.0,2025.0,January,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240916.0,2025.0,January,Inflows - Capital,Capital Transfers,1263.0
,,,,,,20240916.0,2025.0,January,Inflows - Capital,Federal And State,60.0
,,,,,,20240916.0,2025.0,January,Inflows - Other,Senior Colleges,0.0
,,,,,,20240916.0,2025.0,January,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20240916.0,2025.0,January,Inflows - Other,Other Sources,0.0
,,,,,,20240916.0,2025.0,January,Outflows - Current,Personal Service,4862.0
,,,,,,20240916.0,2025.0,January,Outflows - Current,Other Than Personal Service,3918.0
,,,,,,20240916.0,2025.0,January,Outflows - Current,Debt Service,996.0
,,,,,,20240916.0,2025.0,January,Outflows - Prior,Personal Service,83.0
,,,,,,20240916.0,2025.0,January,Outflows - Prior,Other Than Personal Service,598.0
,,,,,,20240916.0,2025.0,January,Outflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,January,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240916.0,2025.0,January,Outflows - Capital,City Disbursements,1506.0
,,,,,,20240916.0,2025.0,January,Outflows - Capital,Federal and State,121.0
,,,,,,20240916.0,2025.0,January,Outflows - Other,Senior Colleges,232.0
,,,,,,20240916.0,2025.0,January,Outflows - Other,Other Uses,0.0
,,,,,,20240916.0,2025.0,January,Balance,Beginning Balance,10078.0
,,,,,,20240916.0,2025.0,January,Balance,Ending Balance,12359.0
,,,,,,20240916.0,2025.0,February,Inflows - Current,General Property Tax,173.0
,,,,,,20240916.0,2025.0,February,Inflows - Current,Other Taxes,2333.0
,,,,,,20240916.0,2025.0,February,Inflows - Current,Federal Categorical Grants,467.0
,,,,,,20240916.0,2025.0,February,Inflows - Current,State Categorical Grants,372.0
,,,,,,20240916.0,2025.0,February,Inflows - Current,Other Categorical Grants,29.0
,,,,,,20240916.0,2025.0,February,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20240916.0,2025.0,February,Inflows - Current,Miscellaneous Revenues,530.0
,,,,,,20240916.0,2025.0,February,Inflows - Current,Inter-Fund Revenues,45.0
,,,,,,20240916.0,2025.0,February,Inflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,February,Inflows - Prior,Federal Categorical Grants,51.0
,,,,,,20240916.0,2025.0,February,Inflows - Prior,State Categorical Grants,110.0
,,,,,,20240916.0,2025.0,February,Inflows - Prior,Other Categorical Grants,1.0
,,,,,,20240916.0,2025.0,February,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20240916.0,2025.0,February,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240916.0,2025.0,February,Inflows - Capital,Capital Transfers,1133.0
,,,,,,20240916.0,2025.0,February,Inflows - Capital,Federal And State,63.0
,,,,,,20240916.0,2025.0,February,Inflows - Other,Senior Colleges,319.0
,,,,,,20240916.0,2025.0,February,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20240916.0,2025.0,February,Inflows - Other,Other Sources,0.0
,,,,,,20240916.0,2025.0,February,Outflows - Current,Personal Service,4138.0
,,,,,,20240916.0,2025.0,February,Outflows - Current,Other Than Personal Service,4535.0
,,,,,,20240916.0,2025.0,February,Outflows - Current,Debt Service,360.0
,,,,,,20240916.0,2025.0,February,Outflows - Prior,Personal Service,47.0
,,,,,,20240916.0,2025.0,February,Outflows - Prior,Other Than Personal Service,614.0
,,,,,,20240916.0,2025.0,February,Outflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,February,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240916.0,2025.0,February,Outflows - Capital,City Disbursements,828.0
,,,,,,20240916.0,2025.0,February,Outflows - Capital,Federal and State,89.0
,,,,,,20240916.0,2025.0,February,Outflows - Other,Senior Colleges,232.0
,,,,,,20240916.0,2025.0,February,Outflows - Other,Other Uses,0.0
,,,,,,20240916.0,2025.0,February,Balance,Beginning Balance,12359.0
,,,,,,20240916.0,2025.0,February,Balance,Ending Balance,7142.0
,,,,,,20240916.0,2025.0,March,Inflows - Current,General Property Tax,1452.0
,,,,,,20240916.0,2025.0,March,Inflows - Current,Other Taxes,5040.0
