PUBLICATION DATE,FISCAL YEAR,MONTH,INFLOWS/OUTFLOWS,DESCRIPTION,AMOUNT,publication date,fiscal year,month,inflows/outflows,description,amount
,,,,,,20240916.0,2025.0,March,Inflows - Current,Federal Categorical Grants,574.0
,,,,,,20240916.0,2025.0,March,Inflows - Current,State Categorical Grants,4257.0
,,,,,,20240916.0,2025.0,March,Inflows - Current,Other Categorical Grants,49.0
,,,,,,20240916.0,2025.0,March,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20240916.0,2025.0,March,Inflows - Current,Miscellaneous Revenues,266.0
,,,,,,20240916.0,2025.0,March,Inflows - Current,Inter-Fund Revenues,62.0
,,,,,,20240916.0,2025.0,March,Inflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,March,Inflows - Prior,Federal Categorical Grants,674.0
,,,,,,20240916.0,2025.0,March,Inflows - Prior,State Categorical Grants,458.0
,,,,,,20240916.0,2025.0,March,Inflows - Prior,Other Categorical Grants,0.0
,,,,,,20240916.0,2025.0,March,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20240916.0,2025.0,March,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240916.0,2025.0,March,Inflows - Capital,Capital Transfers,1551.0
,,,,,,20240916.0,2025.0,March,Inflows - Capital,Federal And State,93.0
,,,,,,20240916.0,2025.0,March,Inflows - Other,Senior Colleges,481.0
,,,,,,20240916.0,2025.0,March,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20240916.0,2025.0,March,Inflows - Other,Other Sources,0.0
,,,,,,20240916.0,2025.0,March,Outflows - Current,Personal Service,4360.0
,,,,,,20240916.0,2025.0,March,Outflows - Current,Other Than Personal Service,3830.0
,,,,,,20240916.0,2025.0,March,Outflows - Current,Debt Service,360.0
,,,,,,20240916.0,2025.0,March,Outflows - Prior,Personal Service,62.0
,,,,,,20240916.0,2025.0,March,Outflows - Prior,Other Than Personal Service,513.0
,,,,,,20240916.0,2025.0,March,Outflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,March,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240916.0,2025.0,March,Outflows - Capital,City Disbursements,1226.0
,,,,,,20240916.0,2025.0,March,Outflows - Capital,Federal and State,78.0
,,,,,,20240916.0,2025.0,March,Outflows - Other,Senior Colleges,232.0
,,,,,,20240916.0,2025.0,March,Outflows - Other,Other Uses,0.0
,,,,,,20240916.0,2025.0,March,Balance,Beginning Balance,7142.0
,,,,,,20240916.0,2025.0,March,Balance,Ending Balance,11438.0
,,,,,,20240916.0,2025.0,April,Inflows - Current,General Property Tax,839.0
,,,,,,20240916.0,2025.0,April,Inflows - Current,Other Taxes,4655.0
,,,,,,20240916.0,2025.0,April,Inflows - Current,Federal Categorical Grants,786.0
,,,,,,20240916.0,2025.0,April,Inflows - Current,State Categorical Grants,1391.0
,,,,,,20240916.0,2025.0,April,Inflows - Current,Other Categorical Grants,24.0
,,,,,,20240916.0,2025.0,April,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20240916.0,2025.0,April,Inflows - Current,Miscellaneous Revenues,359.0
,,,,,,20240916.0,2025.0,April,Inflows - Current,Inter-Fund Revenues,86.0
,,,,,,20240916.0,2025.0,April,Inflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,April,Inflows - Prior,Federal Categorical Grants,139.0
,,,,,,20240916.0,2025.0,April,Inflows - Prior,State Categorical Grants,1020.0
,,,,,,20240916.0,2025.0,April,Inflows - Prior,Other Categorical Grants,2.0
,,,,,,20240916.0,2025.0,April,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20240916.0,2025.0,April,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240916.0,2025.0,April,Inflows - Capital,Capital Transfers,999.0
,,,,,,20240916.0,2025.0,April,Inflows - Capital,Federal And State,55.0
,,,,,,20240916.0,2025.0,April,Inflows - Other,Senior Colleges,695.0
,,,,,,20240916.0,2025.0,April,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20240916.0,2025.0,April,Inflows - Other,Other Sources,0.0
,,,,,,20240916.0,2025.0,April,Outflows - Current,Personal Service,4172.0
,,,,,,20240916.0,2025.0,April,Outflows - Current,Other Than Personal Service,3832.0
,,,,,,20240916.0,2025.0,April,Outflows - Current,Debt Service,298.0
,,,,,,20240916.0,2025.0,April,Outflows - Prior,Personal Service,18.0
,,,,,,20240916.0,2025.0,April,Outflows - Prior,Other Than Personal Service,405.0
,,,,,,20240916.0,2025.0,April,Outflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,April,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240916.0,2025.0,April,Outflows - Capital,City Disbursements,1128.0
,,,,,,20240916.0,2025.0,April,Outflows - Capital,Federal and State,56.0
,,,,,,20240916.0,2025.0,April,Outflows - Other,Senior Colleges,232.0
,,,,,,20240916.0,2025.0,April,Outflows - Other,Other Uses,0.0
,,,,,,20240916.0,2025.0,April,Balance,Beginning Balance,11438.0
,,,,,,20240916.0,2025.0,April,Balance,Ending Balance,12347.0
,,,,,,20240916.0,2025.0,May,Inflows - Current,General Property Tax,61.0
,,,,,,20240916.0,2025.0,May,Inflows - Current,Other Taxes,2044.0
,,,,,,20240916.0,2025.0,May,Inflows - Current,Federal Categorical Grants,482.0
,,,,,,20240916.0,2025.0,May,Inflows - Current,State Categorical Grants,2738.0
,,,,,,20240916.0,2025.0,May,Inflows - Current,Other Categorical Grants,33.0
,,,,,,20240916.0,2025.0,May,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20240916.0,2025.0,May,Inflows - Current,Miscellaneous Revenues,410.0
,,,,,,20240916.0,2025.0,May,Inflows - Current,Inter-Fund Revenues,52.0
,,,,,,20240916.0,2025.0,May,Inflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,May,Inflows - Prior,Federal Categorical Grants,65.0
,,,,,,20240916.0,2025.0,May,Inflows - Prior,State Categorical Grants,112.0
,,,,,,20240916.0,2025.0,May,Inflows - Prior,Other Categorical Grants,0.0
,,,,,,20240916.0,2025.0,May,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20240916.0,2025.0,May,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240916.0,2025.0,May,Inflows - Capital,Capital Transfers,1077.0
,,,,,,20240916.0,2025.0,May,Inflows - Capital,Federal And State,89.0
,,,,,,20240916.0,2025.0,May,Inflows - Other,Senior Colleges,0.0
,,,,,,20240916.0,2025.0,May,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20240916.0,2025.0,May,Inflows - Other,Other Sources,0.0
,,,,,,20240916.0,2025.0,May,Outflows - Current,Personal Service,4220.0
,,,,,,20240916.0,2025.0,May,Outflows - Current,Other Than Personal Service,3826.0
,,,,,,20240916.0,2025.0,May,Outflows - Current,Debt Service,444.0
,,,,,,20240916.0,2025.0,May,Outflows - Prior,Personal Service,108.0
,,,,,,20240916.0,2025.0,May,Outflows - Prior,Other Than Personal Service,224.0
,,,,,,20240916.0,2025.0,May,Outflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,May,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240916.0,2025.0,May,Outflows - Capital,City Disbursements,1098.0
,,,,,,20240916.0,2025.0,May,Outflows - Capital,Federal and State,67.0
,,,,,,20240916.0,2025.0,May,Outflows - Other,Senior Colleges,232.0
,,,,,,20240916.0,2025.0,May,Outflows - Other,Other Uses,0.0
,,,,,,20240916.0,2025.0,May,Balance,Beginning Balance,12347.0
,,,,,,20240916.0,2025.0,May,Balance,Ending Balance,9291.0
,,,,,,20240916.0,2025.0,June,Inflows - Current,General Property Tax,7094.0
,,,,,,20240916.0,2025.0,June,Inflows - Current,Other Taxes,5749.0
,,,,,,20240916.0,2025.0,June,Inflows - Current,Federal Categorical Grants,1258.0
,,,,,,20240916.0,2025.0,June,Inflows - Current,State Categorical Grants,1603.0
,,,,,,20240916.0,2025.0,June,Inflows - Current,Other Categorical Grants,27.0
,,,,,,20240916.0,2025.0,June,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20240916.0,2025.0,June,Inflows - Current,Miscellaneous Revenues,519.0
,,,,,,20240916.0,2025.0,June,Inflows - Current,Inter-Fund Revenues,39.0
,,,,,,20240916.0,2025.0,June,Inflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,June,Inflows - Prior,Federal Categorical Grants,538.0
,,,,,,20240916.0,2025.0,June,Inflows - Prior,State Categorical Grants,68.0
,,,,,,20240916.0,2025.0,June,Inflows - Prior,Other Categorical Grants,0.0
,,,,,,20240916.0,2025.0,June,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20240916.0,2025.0,June,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240916.0,2025.0,June,Inflows - Capital,Capital Transfers,886.0
,,,,,,20240916.0,2025.0,June,Inflows - Capital,Federal And State,464.0
,,,,,,20240916.0,2025.0,June,Inflows - Other,Senior Colleges,901.0
,,,,,,20240916.0,2025.0,June,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20240916.0,2025.0,June,Inflows - Other,Other Sources,44.0
,,,,,,20240916.0,2025.0,June,Outflows - Current,Personal Service,8081.0
,,,,,,20240916.0,2025.0,June,Outflows - Current,Other Than Personal Service,3817.0
,,,,,,20240916.0,2025.0,June,Outflows - Current,Debt Service,-111.0
,,,,,,20240916.0,2025.0,June,Outflows - Prior,Personal Service,66.0
,,,,,,20240916.0,2025.0,June,Outflows - Prior,Other Than Personal Service,246.0
,,,,,,20240916.0,2025.0,June,Outflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,June,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20240916.0,2025.0,June,Outflows - Capital,City Disbursements,1537.0
,,,,,,20240916.0,2025.0,June,Outflows - Capital,Federal and State,88.0
,,,,,,20240916.0,2025.0,June,Outflows - Other,Senior Colleges,232.0
,,,,,,20240916.0,2025.0,June,Outflows - Other,Other Uses,0.0
,,,,,,20240916.0,2025.0,June,Balance,Beginning Balance,9291.0
,,,,,,20240916.0,2025.0,June,Balance,Ending Balance,14525.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Current,General Property Tax,-1460.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Current,Other Taxes,1189.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Current,Federal Categorical Grants,2469.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Current,State Categorical Grants,5011.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Current,Other Categorical Grants,707.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Current,Unrestricted (Net Of Disall.),-15.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Current,Miscellaneous Revenues,-129.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Current,Inter-Fund Revenues,278.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Prior,Federal Categorical Grants,3537.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Prior,State Categorical Grants,2063.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Prior,Other Categorical Grants,731.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Prior,Unrestricted Intgvt.  Aid,529.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Capital,Capital Transfers,-261.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Capital,Federal And State,0.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Other,Senior Colleges,0.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Other,Holding Acct. & Other Adj.,2.0
,,,,,,20240916.0,2025.0,Adjustments,Inflows - Other,Other Sources,0.0
,,,,,,20240916.0,2025.0,Adjustments,Outflows - Current,Personal Service,4854.0
,,,,,,20240916.0,2025.0,Adjustments,Outflows - Current,Other Than Personal Service,5594.0
,,,,,,20240916.0,2025.0,Adjustments,Outflows - Current,Debt Service,14.0
,,,,,,20240916.0,2025.0,Adjustments,Outflows - Prior,Personal Service,5485.0
,,,,,,20240916.0,2025.0,Adjustments,Outflows - Prior,Other Than Personal Service,7312.0
,,,,,,20240916.0,2025.0,Adjustments,Outflows - Prior,Taxes,0.0
,,,,,,20240916.0,2025.0,Adjustments,Outflows - Prior,Disallowance Reserve,344.0
,,,,,,20240916.0,2025.0,Adjustments,Outflows - Capital,City Disbursements,0.0
,,,,,,20240916.0,2025.0,Adjustments,Outflows - Capital,Federal and State,0.0
,,,,,,20240916.0,2025.0,Adjustments,Outflows - Other,Senior Colleges,189.0
,,,,,,20240916.0,2025.0,Adjustments,Outflows - Other,Other Uses,0.0
,,,,,,20241011.0,2025.0,July,Inflows - Current,General Property Tax,9492.0
,,,,,,20241011.0,2025.0,July,Inflows - Current,Other Taxes,1071.0
,,,,,,20241011.0,2025.0,July,Inflows - Current,Federal Categorical Grants,176.0
,,,,,,20241011.0,2025.0,July,Inflows - Current,State Categorical Grants,446.0
,,,,,,20241011.0,2025.0,July,Inflows - Current,Other Categorical Grants,20.0
,,,,,,20241011.0,2025.0,July,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20241011.0,2025.0,July,Inflows - Current,Miscellaneous Revenues,988.0
,,,,,,20241011.0,2025.0,July,Inflows - Current,Inter-Fund Revenues,0.0
,,,,,,20241011.0,2025.0,July,Inflows - Prior,Taxes,1179.0
,,,,,,20241011.0,2025.0,July,Inflows - Prior,Federal Categorical Grants,516.0
,,,,,,20241011.0,2025.0,July,Inflows - Prior,State Categorical Grants,609.0
,,,,,,20241011.0,2025.0,July,Inflows - Prior,Other Categorical Grants,217.0
,,,,,,20241011.0,2025.0,July,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20241011.0,2025.0,July,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20241011.0,2025.0,July,Inflows - Capital,Capital Transfers,100.0
,,,,,,20241011.0,2025.0,July,Inflows - Capital,Federal And State,15.0
,,,,,,20241011.0,2025.0,July,Inflows - Other,Senior Colleges,0.0
,,,,,,20241011.0,2025.0,July,Inflows - Other,Holding Acct. & Other Adj.,-2.0
,,,,,,20241011.0,2025.0,July,Inflows - Other,Other Sources,44.0
,,,,,,20241011.0,2025.0,July,Outflows - Current,Personal Service,2100.0
,,,,,,20241011.0,2025.0,July,Outflows - Current,Other Than Personal Service,4881.0
,,,,,,20241011.0,2025.0,July,Outflows - Current,Debt Service,543.0
,,,,,,20241011.0,2025.0,July,Outflows - Prior,Personal Service,2643.0
,,,,,,20241011.0,2025.0,July,Outflows - Prior,Other Than Personal Service,2361.0
,,,,,,20241011.0,2025.0,July,Outflows - Prior,Taxes,167.0
,,,,,,20241011.0,2025.0,July,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20241011.0,2025.0,July,Outflows - Capital,City Disbursements,1337.0
,,,,,,20241011.0,2025.0,July,Outflows - Capital,Federal and State,122.0
,,,,,,20241011.0,2025.0,July,Outflows - Other,Senior Colleges,480.0
,,,,,,20241011.0,2025.0,July,Outflows - Other,Other Uses,0.0
,,,,,,20241011.0,2025.0,July,Balance,Beginning Balance,10410.0
,,,,,,20241011.0,2025.0,July,Balance,Ending Balance,10647.0
,,,,,,20241011.0,2025.0,August,Inflows - Current,General Property Tax,276.0
,,,,,,20241011.0,2025.0,August,Inflows - Current,Other Taxes,1905.0
,,,,,,20241011.0,2025.0,August,Inflows - Current,Federal Categorical Grants,514.0
,,,,,,20241011.0,2025.0,August,Inflows - Current,State Categorical Grants,-131.0
,,,,,,20241011.0,2025.0,August,Inflows - Current,Other Categorical Grants,88.0
,,,,,,20241011.0,2025.0,August,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20241011.0,2025.0,August,Inflows - Current,Miscellaneous Revenues,721.0
,,,,,,20241011.0,2025.0,August,Inflows - Current,Inter-Fund Revenues,0.0
,,,,,,20241011.0,2025.0,August,Inflows - Prior,Taxes,424.0
,,,,,,20241011.0,2025.0,August,Inflows - Prior,Federal Categorical Grants,2614.0
,,,,,,20241011.0,2025.0,August,Inflows - Prior,State Categorical Grants,407.0
,,,,,,20241011.0,2025.0,August,Inflows - Prior,Other Categorical Grants,11.0
,,,,,,20241011.0,2025.0,August,Inflows - Prior,Unrestricted Intgvt.  Aid,2.0
,,,,,,20241011.0,2025.0,August,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20241011.0,2025.0,August,Inflows - Capital,Capital Transfers,118.0
,,,,,,20241011.0,2025.0,August,Inflows - Capital,Federal And State,42.0
,,,,,,20241011.0,2025.0,August,Inflows - Other,Senior Colleges,0.0
,,,,,,20241011.0,2025.0,August,Inflows - Other,Holding Acct. & Other Adj.,-3.0
,,,,,,20241011.0,2025.0,August,Inflows - Other,Other Sources,0.0
,,,,,,20241011.0,2025.0,August,Outflows - Current,Personal Service,3710.0
,,,,,,20241011.0,2025.0,August,Outflows - Current,Other Than Personal Service,4088.0
,,,,,,20241011.0,2025.0,August,Outflows - Current,Debt Service,0.0
,,,,,,20241011.0,2025.0,August,Outflows - Prior,Personal Service,1340.0
,,,,,,20241011.0,2025.0,August,Outflows - Prior,Other Than Personal Service,634.0
,,,,,,20241011.0,2025.0,August,Outflows - Prior,Taxes,94.0
,,,,,,20241011.0,2025.0,August,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20241011.0,2025.0,August,Outflows - Capital,City Disbursements,1301.0
,,,,,,20241011.0,2025.0,August,Outflows - Capital,Federal and State,64.0
,,,,,,20241011.0,2025.0,August,Outflows - Other,Senior Colleges,70.0
,,,,,,20241011.0,2025.0,August,Outflows - Other,Other Uses,127.0
,,,,,,20241011.0,2025.0,August,Balance,Beginning Balance,10647.0
,,,,,,20241011.0,2025.0,August,Balance,Ending Balance,6207.0
,,,,,,20241011.0,2025.0,September,Inflows - Current,General Property Tax,1576.0
,,,,,,20241011.0,2025.0,September,Inflows - Current,Other Taxes,4974.0
,,,,,,20241011.0,2025.0,September,Inflows - Current,Federal Categorical Grants,41.0
,,,,,,20241011.0,2025.0,September,Inflows - Current,State Categorical Grants,1194.0
,,,,,,20241011.0,2025.0,September,Inflows - Current,Other Categorical Grants,50.0
,,,,,,20241011.0,2025.0,September,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20241011.0,2025.0,September,Inflows - Current,Miscellaneous Revenues,525.0
,,,,,,20241011.0,2025.0,September,Inflows - Current,Inter-Fund Revenues,28.0
,,,,,,20241011.0,2025.0,September,Inflows - Prior,Taxes,0.0
,,,,,,20241011.0,2025.0,September,Inflows - Prior,Federal Categorical Grants,563.0
,,,,,,20241011.0,2025.0,September,Inflows - Prior,State Categorical Grants,408.0
,,,,,,20241011.0,2025.0,September,Inflows - Prior,Other Categorical Grants,3.0
,,,,,,20241011.0,2025.0,September,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20241011.0,2025.0,September,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20241011.0,2025.0,September,Inflows - Capital,Capital Transfers,2326.0
,,,,,,20241011.0,2025.0,September,Inflows - Capital,Federal And State,14.0
,,,,,,20241011.0,2025.0,September,Inflows - Other,Senior Colleges,0.0
,,,,,,20241011.0,2025.0,September,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20241011.0,2025.0,September,Inflows - Other,Other Sources,49.0
,,,,,,20241011.0,2025.0,September,Outflows - Current,Personal Service,4320.0
,,,,,,20241011.0,2025.0,September,Outflows - Current,Other Than Personal Service,3514.0
,,,,,,20241011.0,2025.0,September,Outflows - Current,Debt Service,6.0
,,,,,,20241011.0,2025.0,September,Outflows - Prior,Personal Service,104.0
,,,,,,20241011.0,2025.0,September,Outflows - Prior,Other Than Personal Service,26.0
,,,,,,20241011.0,2025.0,September,Outflows - Prior,Taxes,0.0
,,,,,,20241011.0,2025.0,September,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20241011.0,2025.0,September,Outflows - Capital,City Disbursements,926.0
,,,,,,20241011.0,2025.0,September,Outflows - Capital,Federal and State,77.0
,,,,,,20241011.0,2025.0,September,Outflows - Other,Senior Colleges,170.0
,,,,,,20241011.0,2025.0,September,Outflows - Other,Other Uses,0.0
,,,,,,20241011.0,2025.0,September,Balance,Beginning Balance,6207.0
,,,,,,20241011.0,2025.0,September,Balance,Ending Balance,8815.0
,,,,,,20241011.0,2025.0,October,Inflows - Current,General Property Tax,936.0
,,,,,,20241011.0,2025.0,October,Inflows - Current,Other Taxes,3263.0
,,,,,,20241011.0,2025.0,October,Inflows - Current,Federal Categorical Grants,137.0
,,,,,,20241011.0,2025.0,October,Inflows - Current,State Categorical Grants,97.0
,,,,,,20241011.0,2025.0,October,Inflows - Current,Other Categorical Grants,37.0
,,,,,,20241011.0,2025.0,October,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20241011.0,2025.0,October,Inflows - Current,Miscellaneous Revenues,585.0
,,,,,,20241011.0,2025.0,October,Inflows - Current,Inter-Fund Revenues,23.0
,,,,,,20241011.0,2025.0,October,Inflows - Prior,Taxes,0.0
,,,,,,20241011.0,2025.0,October,Inflows - Prior,Federal Categorical Grants,620.0
,,,,,,20241011.0,2025.0,October,Inflows - Prior,State Categorical Grants,331.0
,,,,,,20241011.0,2025.0,October,Inflows - Prior,Other Categorical Grants,3.0
,,,,,,20241011.0,2025.0,October,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20241011.0,2025.0,October,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20241011.0,2025.0,October,Inflows - Capital,Capital Transfers,1601.0
,,,,,,20241011.0,2025.0,October,Inflows - Capital,Federal And State,80.0
,,,,,,20241011.0,2025.0,October,Inflows - Other,Senior Colleges,447.0
,,,,,,20241011.0,2025.0,October,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20241011.0,2025.0,October,Inflows - Other,Other Sources,0.0
